tick_pop_consumption_T'any_energy'
nil
nil
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0
10751817.0nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
nil
