tick_production_viande,tick_production_legume,tick_production_coton,tick_consommation_viande,tick_consommation_legume,tick_consommation_coton,tick_emission_viande,tick_emission_legume,tick_emission_coton,tick_emission_total,tick_surface_used_viande,tick_surface_used_legume,tick_surface_used_coton,tick_surface_manque_viande,tick_surface_manque_legume,tick_surface_manque_coton,tick_penurie_viande,tick_penurie_legume,tick_penurie_coton,tick_stock_viande,tick_stock_legume,tick_stock_coton
18486.66,105464.87999999999,0.0,18486.66,105464.87999999999,0.0,153254.41139999998,27420.868799999997,0.0,227653.62099999998,5434926.51,69606.8208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18486.66,105464.87999999999,0.0,18486.66,105464.87999999999,0.0,153254.41139999998,27420.868799999997,0.0,227653.62099999998,5434926.51,69606.8208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18486.66,105464.87999999999,0.0,18486.66,105464.87999999999,0.0,153254.41139999998,27420.868799999997,0.0,227653.62099999998,5434926.51,69606.8208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18486.66,105464.87999999999,0.0,18486.66,105464.87999999999,0.0,153254.41139999998,27420.868799999997,0.0,227653.62099999998,5434926.51,69606.8208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18450.06,105256.08,0.0,18450.06,105256.08,0.0,152950.9974,27366.5808,0.0,227202.911,5424166.41,69469.01280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599999999998545,208.79999999998836,0.0
18439.08,105193.43999999999,0.0,18439.08,105193.43999999999,0.0,152859.9732,27350.2944,0.0,227067.69800000003,5420938.380000001,69427.67039999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.57999999999811,271.4400000000023,0.0
18439.08,105193.43999999999,0.0,18439.08,105193.43999999999,0.0,152859.9732,27350.2944,0.0,227067.69800000003,5420938.380000001,69427.67039999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.57999999999811,271.4400000000023,0.0
18439.08,105193.43999999999,0.0,18439.08,105193.43999999999,0.0,152859.9732,27350.2944,0.0,227067.69800000003,5420938.380000001,69427.67039999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.57999999999811,271.4400000000023,0.0
